captured_date,market,market_name,chart,period_suffix,rank,image_url,video_url,primary_name,secondary_name,release_date,metric_value,raw_text
2026-09-26,global,Global,top_artists_weekly,,1,https://lh3.googleusercontent.com/_wPXKRCH5rAX8AK1kJZ1bNhSpNyyEgBRNmREdPmLbvTy3sX_ldiKMRYFc5uChygV_KRx_SDrH1KgUifk=w64-h64-p,,● Alka Yagnik,,"1月 1, 1970",518161947,"1 ● Alka Yagnik 1月 1, 1970 1 522 518,161,947"
2026-09-26,global,Global,top_artists_weekly,,2,https://lh3.googleusercontent.com/coesV4OVEVkua3_wJG-2BVvTc95yHF9sS1W6mOAtl4-vvTjQb250Hy_nVlfvudmEugb7_k05vhY9aJm4=w64-h64-p,,● Udit Narayan,,"1月 1, 1970",381085511,"2 ● Udit Narayan 1月 1, 1970 2 543 381,085,511"
2026-09-26,global,Global,top_artists_weekly,,3,https://lh3.googleusercontent.com/W_yOqnKSDYyeVOY_AsXhuAtb6rW3vCL3GtJ9DA1GxWOrJfyeSOqzvTv_TkFHijdkVPXWutASBlRFPg=w64-h64-p,,● Arijit Singh,,"1月 1, 1970",366296141,"3 ● Arijit Singh 1月 1, 1970 3 552 366,296,141"
2026-09-26,global,Global,top_artists_weekly,,4,https://yt3.googleusercontent.com/PgINZNe0qVxgMSXKG5vF82bNN4WCC12zgWsz9I7OLs4CLF9Cn0Vxq7Xc1ToupnzXrCv0nKfe3VM=w64-h64-p,,● Shreya Ghoshal,,"1月 1, 1970",345532261,"4 ● Shreya Ghoshal 1月 1, 1970 4 524 345,532,261"
2026-09-26,global,Global,top_artists_weekly,,5,https://lh3.googleusercontent.com/cPvYaP4ByG-i7fUE-dKrjMgaNL8v3hC93ErP6meKnltvRuzxo-DINLQkTtvjfC6hVnzRMlnJEb9n3uM=w64-h64-p,,● Kumar Sanu,,"1月 1, 1970",291834113,"5 ● Kumar Sanu 1月 1, 1970 5 518 291,834,113"
2026-09-26,global,Global,top_artists_weekly,,6,https://yt3.googleusercontent.com/ploU_4iWpDoJlX3FOlwwd_yQcex0I8A0_665lePXAEBbNp1zn5g42eNwg5Q7lvYc2mG2--UNIYcIhww=w64-h64-p,,● Bad Bunny,,"1月 1, 1970",186426647,"6 ● Bad Bunny 1月 1, 1970 6 517 186,426,647"
2026-09-26,global,Global,top_artists_weekly,,7,https://lh3.googleusercontent.com/feZmeXdUHGejlI2qfS6ZDzS5AJJ2dtkG4SrWJ7AgeWuAOvobr_XC4m8REZ01uHpgX0qrpyY4557vKNA=w64-h64-p,,3 Shilpi Raj,,"1月 1, 1970",180212679,"7 3 Shilpi Raj 1月 1, 1970 10 298 180,212,679"
2026-09-26,global,Global,top_artists_weekly,,8,https://yt3.googleusercontent.com/sjGMYJQ1J3FZEIBsMYUztMjjYOM4-NJ24CjmIHqxTWCxAM1YgjL-d_17u7_PRhTouOwwAjbu-2x5S6I=w64-h64-p,,1 Pritam,,"1月 1, 1970",177511070,"8 1 Pritam 1月 1, 1970 9 282 177,511,070"
2026-09-26,global,Global,top_artists_weekly,,9,https://lh3.googleusercontent.com/iWH_XSIO8yZvIqz8vxkwC9BjzGM4giAhR69Z6LZ0t8Rp79ASNFVwpwHZWOyyo94B_jsXl8HtFueMgMA=w64-h64-p,,2 Sonu Nigam,,"1月 1, 1970",172783102,"9 2 Sonu Nigam 1月 1, 1970 11 508 172,783,102"
2026-09-26,global,Global,top_artists_weekly,,10,https://yt3.googleusercontent.com/7NhzXEoaIgr-0tYoab-gNZfF8zA8IbpTPt_buovH2Y78pc1L7IfKTq7tGU6zSk9EBJX0yKq7wp3jts8=w64-h64-p,,3 Shakira,,"1月 1, 1970",169382557,"10 3 Shakira 1月 1, 1970 7 552 169,382,557"
