captured_date,market,market_name,chart,period_suffix,rank,primary_name,secondary_name,release_date,metric_value,raw_text
2026-08-07,global,Global,top_shorts_songs_daily,,1,PASSO BEM SOLTO (Slowed) ATLXS,,,,PASSO BEM SOLTO (Slowed) ATLXS
2026-08-07,global,Global,top_shorts_songs_daily,,2,Headlights (feat. KIDDO) Alok & 艾倫·沃克,,,,Headlights (feat. KIDDO) Alok & 艾倫·沃克
2026-08-07,global,Global,top_shorts_songs_daily,,3,Dai Dai Shakira & 伯納男孩,,,,Dai Dai Shakira & 伯納男孩
2026-08-07,global,Global,top_shorts_songs_daily,,4,1 misery. pupsies,5 26 <10K,"3月 18, 2026",,"4 1 misery. pupsies 3月 18, 2026 5 26 <10K"
2026-08-07,global,Global,top_shorts_songs_daily,,5,GUT GENUG (feat. Blumengarten & 希琳·大衛) KITSCHKRIEG,,,,GUT GENUG (feat. Blumengarten & 希琳·大衛) KITSCHKRIEG
2026-08-07,global,Global,top_shorts_songs_daily,,6,Haaland (Ha Ha Ha) CTID,,,,Haaland (Ha Ha Ha) CTID
2026-08-07,global,Global,top_shorts_songs_daily,,7,"LET ME DRIVE FUNK DJ VRK , DJ TUUV & ahh",,,,"LET ME DRIVE FUNK DJ VRK , DJ TUUV & ahh"
2026-08-07,global,Global,top_shorts_songs_daily,,8,FUNK SIGILO h6itam,,,,FUNK SIGILO h6itam
2026-08-07,global,Global,top_shorts_songs_daily,,9,FREAKED OUT Fat Papi & prodshushy,,,,FREAKED OUT Fat Papi & prodshushy
2026-08-07,global,Global,top_shorts_songs_daily,,10,MONTAGEM DELÍRIO (Super Slowed) ZXVREN,,,,MONTAGEM DELÍRIO (Super Slowed) ZXVREN
2026-08-07,global,Global,top_shorts_songs_daily,,11,MMG (My Mine Gueh) Naykilla,,,,MMG (My Mine Gueh) Naykilla
2026-08-07,global,Global,top_shorts_songs_daily,,12,Sua amiga eu vou pegar MC Lan & MC WM,,,,Sua amiga eu vou pegar MC Lan & MC WM
2026-08-07,global,Global,top_shorts_songs_daily,,13,Golden Brown The Stranglers,,,,Golden Brown The Stranglers
2026-08-07,global,Global,top_shorts_songs_daily,,14,Ishq de Fanniyar Jyotica Tangri,,,,Ishq de Fanniyar Jyotica Tangri
2026-08-07,global,Global,top_shorts_songs_daily,,15,Bhole Maa Ka Dil Na Dukhaiyo Farmani Naaz & Anil Rawat,,,,Bhole Maa Ka Dil Na Dukhaiyo Farmani Naaz & Anil Rawat
2026-08-07,global,Global,top_shorts_songs_daily,,16,Kwik Flip,YTPMV 90's or 20's cartoons,,,Kwik Flip | YTPMV 90's or 20's cartoons
